max_depth	min_split	vmin_bucket	ganancia_promedio
17	1000	200	8398000
17	800	200	8260667
17	600	200	8118667
17	400	200	7917333
17	3000	300	8290667
17	2000	300	8957333
17	1200	300	8996667
17	1000	300	8858000
17	800	300	8943333
17	600	300	9391333
17	3000	400	8338667
17	2000	400	8944667
17	1200	400	8960000
17	1000	400	8607333
17	800	400	8491333
17	3000	600	8301333
17	2000	600	8982667
17	1200	600	8934667
19	3000	5	7631333
19	2000	5	8342000
19	1200	5	8346667
19	1000	5	7843333
19	800	5	7414667
19	600	5	6524667
19	400	5	6215333
19	200	5	5274667
19	100	5	4688667
19	50	5	4185333
19	20	5	3488667
19	3000	10	7316667
19	2000	10	7716000
19	1200	10	7938000
19	1000	10	7690667
19	800	10	7425333
19	600	10	6674000
19	400	10	6446000
19	200	10	5200000
19	100	10	4451333
19	50	10	3770000
19	20	10	2676000
19	3000	20	7306667
19	2000	20	7930667
19	1200	20	8272667
19	1000	20	8122667
19	800	20	7428667
19	600	20	7040000
19	400	20	6750000
19	200	20	5601333
19	100	20	5860667
19	50	20	5532000
19	3000	40	7561333
19	2000	40	7838000
19	1200	40	7844000
19	1000	40	7593333
19	800	40	6705333
19	600	40	6707333
19	400	40	6644000
19	200	40	4974000
19	100	40	4528000
19	3000	100	7934667
19	2000	100	8152667
19	1200	100	8716667
19	1000	100	7924000
19	800	100	7412667
19	600	100	7546000
19	400	100	6705333
19	200	100	4748000
19	3000	150	7958000
19	2000	150	8310667
19	1200	150	8632667
19	1000	150	8300000
19	800	150	7998000
19	600	150	8068667
19	400	150	7486667
19	3000	200	8170667
19	2000	200	8550667
19	1200	200	8740667
19	1000	200	8398000
19	800	200	8260667
19	600	200	8118667
19	400	200	7917333
19	3000	300	8290667
19	2000	300	8957333
19	1200	300	8996667
19	1000	300	8858000
19	800	300	8943333
19	600	300	9391333
19	3000	400	8338667
19	2000	400	8944667
19	1200	400	8960000
19	1000	400	8607333
19	800	400	8491333
19	3000	600	8301333
19	2000	600	8982667
19	1200	600	8934667

