Feature	Gain	Cover	Frequency
ctrx_quarter	0.20375703434875	0.0369324136063897	0.0300925925925926
cpayroll_trx	0.0851587919654733	0.0334965141653298	0.0111111111111111
mpasivos_margen	0.0756183182615001	0.0231862392594505	0.0293981481481482
mtarjeta_visa_consumo	0.0604855004165192	0.0174837922090173	0.0196759259259259
mpayroll	0.0512302302384731	0.0537519581001404	0.0229166666666667
mcaja_ahorro	0.0291945800770942	0.0116953964637101	0.0185185185185185
mrentabilidad_annual	0.0288457502071612	0.027717779137843	0.0349537037037037
mcuentas_saldo	0.0281813368269072	0.032613755803371	0.031712962962963
mactivos_margen	0.0232873559014757	0.0234322823650099	0.0231481481481482
mprestamos_personales	0.0232852668469935	0.0322733651650268	0.0145833333333333
ctarjeta_visa_trx	0.0192232597623673	0.011387891002734	0.0157407407407407
Visa_fechaalta	0.0164421670137661	0.0162153035700977	0.0270833333333333
cliente_edad	0.0163343720246901	0.0394130171329133	0.043287037037037
Visa_msaldototal	0.0158978765503397	0.0146780932024971	0.0180555555555556
chomebanking_trx	0.0153497296488638	0.0223633174820479	0.0268518518518519
Visa_msaldopesos	0.0143239255132988	0.0217289968628726	0.0247685185185185
Master_Fvencimiento	0.0138958918726587	0.023880437547644	0.0268518518518519
Visa_Fvencimiento	0.0135117664813989	0.0137152905698001	0.0259259259259259
Master_fechaalta	0.0128567242058612	0.025286113074981	0.030787037037037
mcaja_ahorro_dolares	0.0122417885764218	0.0261908398857866	0.0310185185185185
mcomisiones_otras	0.0112087290242094	0.0113318224502804	0.018287037037037
mrentabilidad	0.0109447162433444	0.0133350949568154	0.0203703703703704
Master_mfinanciacion_limite	0.0109179153081492	0.0150424126054549	0.0226851851851852
numero_de_cliente	0.0108206511581505	0.0141082634505218	0.0206018518518519
Visa_mfinanciacion_limite	0.0106976618070543	0.0185273786327718	0.0238425925925926
cliente_antiguedad	0.0097548611325368	0.011099800884741	0.0166666666666667
Visa_mpagominimo	0.00928233849613647	0.0100938536975494	0.0168981481481482
mcuenta_corriente	0.00914193918404921	0.0175318786373909	0.0171296296296296
ccomisiones_otras	0.00842864593267614	0.0118676401367821	0.0131944444444444
Visa_mpagospesos	0.00812344066891735	0.00926442296749619	0.0171296296296296
Visa_mconsumospesos	0.00776087172397028	0.00926600765389444	0.0155092592592593
cproductos	0.00713305781073108	0.00996524759251801	0.00925925925925926
mcomisiones	0.00710514138222499	0.00752539985247391	0.0131944444444444
mtransferencias_emitidas	0.00659960606140458	0.00661718673159217	0.0138888888888889
mtransferencias_recibidas	0.0059782517197297	0.00711252448443196	0.0122685185185185
Master_mpagospesos	0.00595348686468476	0.0206415204950955	0.0118055555555556
ccaja_ahorro	0.00547025532208216	0.0238098074879531	0.00787037037037037
mtarjeta_visa_debitos_automaticos	0.00524189614268881	0.0089425144679227	0.0108796296296296
ctarjeta_visa_trx2	0.00513624507708201	0.0083292995238886	0.0113425925925926
ctransferencias_recibidas	0.00503628416871218	0.0153678602379844	0.00787037037037037
mpagomiscuentas	0.00499409461218725	0.0188261096264686	0.00925925925925926
Master_mlimitecompra	0.0047194423365348	0.00518072720366696	0.00810185185185185
ctarjeta_debito_trx	0.00453160061168137	0.0154691451756682	0.018287037037037
cprestamos_personales	0.00382574730392845	0.00126771390334707	0.00162037037037037
mcomisiones_mantenimiento	0.00354854956365525	0.00307577065324424	0.00555555555555556
Visa_cconsumos	0.00309792012469491	0.00290331568865241	0.00671296296296296
