Feature	Gain	Cover	Frequency
ctrx_quarter	0.122486939036462	0.0240136321263912	0.0357782191814414
mpasivos_margen	0.0372010105314291	0.0270560382893574	0.0316952352926752
mcuentas_saldo	0.0316489389126874	0.0282109925357707	0.0325412589813384
cpayroll_trx	0.0307076014927951	0.00293449903024916	0.00116481522352191
cliente_edad	0.0306745871476234	0.0546377261207579	0.0437847911915447
mtarjeta_visa_consumo	0.02972331818994	0.00803076274165952	0.0122734740920572
mrentabilidad_annual	0.0288017269038221	0.0389653505088889	0.0350548076215699
Visa_Fvencimiento	0.0286439123549991	0.0328954759949926	0.0357291743299247
mactivos_margen	0.0274196738106664	0.0249750437950273	0.0252826209568651
cliente_antiguedad	0.0273587793202566	0.0369119022155691	0.0339390372495647
numero_de_cliente	0.0266051675937839	0.0393039633209663	0.0392113587876113
mcuenta_corriente	0.0254527543291608	0.0339802394185068	0.0289732460334976
Master_Fvencimiento	0.0254346539272433	0.0292708490969177	0.0327987444518012
mcaja_ahorro	0.0253884826130419	0.0189651608476915	0.0290222908850144
mpayroll	0.024378127912101	0.00583486332786525	0.0030653032197945
Visa_fechaalta	0.021938035451549	0.0252199716848039	0.0286667157115182
Master_fechaalta	0.0218892700751683	0.0256875646994133	0.0313028764805415
chomebanking_trx	0.021486774223064	0.0165981237896317	0.0265455258834204
mrentabilidad	0.019607411023871	0.0261661314618899	0.024522425758356
Master_mfinanciacion_limite	0.019110504605035	0.02115245757601	0.0255646288530861
Visa_mfinanciacion_limite	0.0162774520752274	0.0207510556292769	0.0226955050393585
mcomisiones	0.016158132529207	0.0160229954220329	0.0199857769930602
mcomisiones_otras	0.0159325846010724	0.0126394168179198	0.020525270359744
Visa_mpagospesos	0.013571947289343	0.0126166180953207	0.018391819318767
Master_mlimitecompra	0.0129340434094897	0.0168084291717724	0.0156943524853479
Visa_mconsumospesos	0.0128214473076674	0.00916384265858867	0.0165158537482528
mcaja_ahorro_dolares	0.0122291041085187	0.0160821779959059	0.0165403761740111
mtransferencias_recibidas	0.0121464505951955	0.0126036319781432	0.0167733392187155
Visa_mlimitecompra	0.0121239658724134	0.0177843414394849	0.016944996199024
Visa_msaldototal	0.0115422329678722	0.00702014111856676	0.0117585031511317
Visa_mpagominimo	0.0109887538280855	0.00800979436501592	0.0127026165428284
mprestamos_personales	0.0105945737040354	0.0132435951611716	0.00483091787439614
